publishedAt,authorDisplayName,textDisplay,likeCount
2024-08-12T09:03:56Z,@Jihanif,Aku juga pernah sih kesurupan masal di sekolah ku termasuk aku 😢,0
2024-08-12T09:19:51Z,@Jihanif,Cerita in gak nih ??,0
2024-08-12T09:02:52Z,@lilikwahyuprihatin7979,Kak nessie abis nikah makin cakep aj😁,0
2024-08-12T09:00:05Z,@nadhifasz,SERUUUUNYAAAAAAAAA❤,0
2024-08-12T08:44:03Z,@TaribunsTV,Seru juga ya dengar cerita horor hehhe mantap,1
2024-08-12T08:39:56Z,@egaprayoga1446,"kereeen, energi positif dari kak nessie sama sandy, nular ke gue dong 😂😂😂",0
2024-08-12T08:36:31Z,@raisya_ngegame,List untuk selanjutnya:<br>-maxwell<br>-kevin<br>-axel<br>-xaviera<br>-shakira,0
2024-08-12T08:34:59Z,@mutiaraananda1034,"gokieeelll sandyyy, lets gooo trendingin teruzzzz",0
2024-08-12T08:15:20Z,@arohaayaman7348,Sandyours plus nerorrist hadirrr,0
2024-08-12T07:57:37Z,@megadesiana1169,Bisa gag sih gausah pake backsound” nangis” gtu kan jadi takoed beneraann 😭😭😭😭,0
2024-08-12T07:42:28Z,@UrGirlHaerin,NEXT AJAK AXEL KAAA,0
2024-08-12T07:42:10Z,@selpiiuu3583,Aku pernah ngerasain kesurupan.. dan melihat om aku kesurupan.. masih nggk nyangka sih .. aku yg kena bukan org lain.. aku kena dari sekolah..makanya aku pindah sekolah:(,0
2024-08-12T07:30:20Z,@user-zj2nu5yf9y,Ditunggu youtubenya Sandy berbagi info bisa sekolah di NUS,0
2024-08-12T07:28:01Z,@alviantidiva8368,si Sandy Sandy ini jiwa kpopersnya udh mendarah daging yhh wkwkk😭😭,0
2024-08-12T07:18:15Z,@mellymillo,Seru bgt  cara ngobrol Sandy sama kak nessie,0
2024-08-12T07:12:58Z,@AgiDenggo,Sandy,0
2024-08-12T07:10:26Z,@nabilaacaccif1297,Tiba tiba banget sandyy,0
2024-08-12T07:09:13Z,@salmanalfarisi9252,"Dulu saya pengen banget ngeliat orang kesurupan. Beneran penasaran. Ehhh pas daftar KKN temen2 saya pada nanyain &quot;jurusan kita pas KKN ngapain ya?&quot; (Kita kuliah di program studi Ilmu Quran dan Hadis). Saya nyeletuk becanda &quot;Ngurusin orang kesurupan lahh😂&quot; Semua pada ketawa. Ehh pas KKN, waktu itu habis maghrib dan baru aja kelar sholat masih lengkap pake baju kokoh dan berkopyah, ehh ada kawan dari kelompok sebelah nyamperin beskem kelompok saya dan minta tolong ke saya, &quot;ke beskem saya dong, ada temen kesurupan!&quot; Saya langsung respon &quot;AYO!&quot; dalam hati soalnya penasaran pengen tau kayak mana orang kesurupan. Akhirnya saya dibonceng dan pas sampe lokasi temen saya teriak &quot;Ini saya bawa Ustadznya!&quot; Dari situ saya baru sadar apa maksudnya😂. Niatnya mau jadi penonton malah disuruh ikut terlibat wkwk. Tapi seru sih emang pas liat proses orang kesurupan ngelawan, auranya langsung panas dan papan pada jatuh2. Harusnya creepy, tapi ternyata jadi excited 😂",1
2024-08-12T07:07:08Z,@Kenzo-i9z,"Kak aku ada loh cerita tapi cerita kesurupan yg alamin mama aku<br><br>Aku kan tidur di bawah sama ayah aku kalo mama tidur di atas aku lupa mama aku yg sakit atau aku yg sakit aku malem itu lagi main hp dan aku tiba tiba ke belet buang air kecil akhirnya aku ke kamar mandi tapi aku tiba tiba berhenti di pintu kamar mandi aku langsung mundur dan ngeliat ke kasur mama aku, aku tiba tiba kaya dapet filing kalo mama aku ke surupan nah aku kan ngeliat ke arah mama aku terus aku ngomong dalem hati kok mama aku tidur nya kaya gak bisa diem gitu kaya dikit dikit gerak padahal mama aku tidur nya ya gak banya gerak aku langsing ohh mama aku ke surupan aku bilang ayah ahh tapi... Entar aja deh aku ke belet  nah pas udah selesai aku bilang ayah aku ayah itu mama ke surupan dah ayah aku bacain doa nah pas besok nya aku bilang mama aku mama, mama semalem ke surupan nah pas malem ke dua mama aku ke surupan lagi nangis aku Ampe bikin mama aku ke bangun.<br><br>Oke kak cuma itu aja maaf kalo gak jelas dan tulis nya gak rapi😅😅",0
2024-08-12T07:03:35Z,@user-zj2nu5yf9y,Keren Sandy memang beda yg bisa cairkan suasana dan humoris juga suaranya buat adem hati,2
2024-08-12T06:58:30Z,@fajarpangestu950,"Mau cerita, cerita ini udah lama banget trus keinget lagi gara&quot; Sandy. <br>Bapakku itu sopir, pas lagi muat material, diceritain sama orang yang kerja di sana kalo pernah ada truk yang gk bisa jalan setelah udah muatan penuh, udah coba hidupin mesin masih gk bisa, sampai akhinya ada pekerja lain bilang kalo sopirnya harus copot pakaian (tinggal celana dalam doang) <br>Eh tiba-tiba bisa hidup mesinnya. <br>Padahal didalam truk ada istri sama anaknya, tp yg harus copot pakaian cuma bapaknya doang. <br>Aku dulu diceritain ini mikir setan masa bisa gitu. <br>Eh pas nonton video ini malah keinget lagi, trus aku tanya lagi sama bapakku, dan bener bapakku juga inget ceritanya.. Wkwk<br>Setan lawak 😂",0
2024-08-12T06:55:03Z,@ivenagamers,Seru bgt ditemenin sandyy wkwkkwkww next bareng ko maxwell :&#39; SEMANGAT!❤,1
2024-08-12T06:41:49Z,@muhammadhiroki7405,"kalo yang mau liat orang kesurupan sini ke kabupaten masih banyak disini, kalo bisa tanggal 17 Agustus biar bisa liat banyak banget yang kesurupan",0
2024-08-12T06:41:35Z,@wulandari18juni4,Ada ka temen aku dulu di sukain sama makhluk halus setengah ular kalau lg di ambil rohnya dia jadi kaku banget badannya trus kalau lagi parah bisa kya ular gitu kya ka sandy gitu,0
2024-08-12T06:34:56Z,@shabrinasstories5082,Sandy kocak banget sii 😂,1
2024-08-12T06:33:12Z,@andhitaprima9257,"Seru banget kalo hostnya sefrekuensiiii~ becandaannya juga masuuk, energinya beda bangett.. part 2 feat Sandy lagii yaaa",1
2024-08-12T06:27:32Z,@miss_nitv625,&quot;Kunti laki&quot; 😂😂,0
2024-08-12T06:24:52Z,@12_ericadarinfebrina_xiimi89,Next maxwell,0
2024-08-12T06:12:58Z,@ahmadardiyanto9029,"Sebenarnya Uda dari lama pengen kirim pengalamanku kesurupan berhari hari pas jadi pengantin Banjar, tapi berhubung pake hp suami emailku lupa sandi jdi ga ngirim. Orang biasanya kesurupan pas jadi pengantin aja, aku 3 hari sampai sakit",0
2024-08-12T06:12:31Z,@user-cd2mh5ce3b,sandyy lu T ya,0
2024-08-12T06:05:54Z,@pityfitri1985,"aq bukan org yg pcy kesurupan, smp akhirnya aq berhadapan lgsg sm org kesurupan  dan itu capek banget hrus nahan badan dy yg kuat banget spt mw terbang, satu bdan dy di tahan sm 8 org, 1 lg yg pangku kplanya trus masukin sendok ke mulutnya utk mncegah dy gigit lidahnya, sambil baca ayat2. posisinya mlm itu gk ada org tua atau ahli dlm pengusiran, cm kita anak muda, hampir 3 jam menahan usaha sebisa mgkin baca doa dll, akhirnya dy sadar juga dan kita yg nahan dy kecapean banget",0
2024-08-12T05:59:44Z,@dvithaa3953,Bukan takut jadinya ngakak dengerin respond omongan sandy😂😂😂,0
2024-08-12T05:56:01Z,@BCLFNATIC_RINOT,Gk nyangka ad anyank gw,1
2024-08-12T05:53:37Z,@olatikaolatika,"Kalau menurut aku si ya, mending Sandy fokus aja dulu sama studi nya baru setelah tamat bikin YT ch, jangan keburu2 gt y",0
2024-08-12T05:48:42Z,@ikaamalia1971,"Ka jg pernah kak mengalami di toilet siang2 sendirian, di dlm toilet ada dua room dan ak sendirian tiba2 ada yg flash wcnyaa pas ak tengok ko ga ada orang, ak lgsg masuk ke room sebelah krn posisinya ak kebet pipis, pas ak nutup pintu room sblh jg nutup pintu barengan, ak ktakutan bgd pas kluar bener aja room sblh nutup pintunya ,, ak lgsg kluar toilet, ak crita ke temen2 ternyata OB nya info emg ada kunti di wc it, kbtulan emg ak org baru di lantai kantor itu",0
2024-08-12T05:42:02Z,@erlanggaaaw,So pinter sandy,0
2024-08-12T05:18:44Z,@suhoniel9541,"Sambungan nya. <br><br>Terus sampai kami bawa di rumah sebelah c A ni masih jugak ketawa² terus tiba² nagis² dan tiba² mara² 😅  sampai saya tdak bisa terus terus saja jaga dia kerja, <br><br>Kata kan takut itu iyah ada takut² tapi <br>Temanin dia jgk itu kan sebagai teman ya jaga ajah. Apa lagi kmi di satu bilik. Cuba terkadang dia bagi alasan mau pe tandas tiba²  mau kabur terus tiba² diam... sampai lah siang baru dia ok,     tamat...",0
2024-08-12T05:08:27Z,@thenetz500,Males ah kok bareng boty buat konten nya,0
2024-08-12T05:05:29Z,@nayaarbie1561,wkwkw dont know why Sandy kocyak bett setiap kata-kata yg keluar dari mulut,0
2024-08-12T05:04:03Z,@gcmaxsaya4127,"Hahaha ,,, ini dah paling bener gak dikit dikit kesurupan",0
2024-08-12T04:57:26Z,@OmBurhannn,Ipk tinggi tapi kok tukang bohong ??,1
2024-08-12T08:10:13Z,@nabilahfebrianichaniago,Letak bohongnya dimana yaa??,1
2024-08-12T04:53:10Z,@lims2391,"Kak nessie next time collab sama jirayut di Nerror, bahas tentang horror Thailand",0
2024-08-12T04:46:29Z,@ranirahagia7591,kuyang itu bukan hantu kuyang itu manusia yang mempelajari ilmu hitam <br>dan badannya emang ditinggalin di suatu tempat,0
2024-08-12T04:40:26Z,@RiskieSetiawan,kak bahas kasus vina dong update lagi nih 😂,1
2024-08-12T04:36:00Z,@maudyarini4497,"Kok bisa ya di kampus sampe pagi gitu ya. Di kampusku dulu kalo bukan ospek ga boleh nginep di kampus (kec. Anak robot sih). Jadi kalopun ada rapat sampe pagi tuh, cuma bisa sampe tengah malam di kampus trus pindah ke angkringan buat lanjut",1
2024-08-12T04:31:50Z,@hananurlailaconita2210,Sandy siapa? 🧐,0
2024-08-12T04:18:34Z,@kristidewantaribibidiboo308,Sandy gemesss bagettt😂😂😂😂,0
2024-08-12T04:17:44Z,@wndnkj20,cerita kedua pasti kampusku dulu wkwk,0
2024-08-12T04:16:21Z,@nurfatintx8089,kakkk lanjutinn kasuss vina cirebon dongg,0
2024-08-12T04:05:58Z,@chachaannyza4203,Sandyyyyyyyyy❤❤❤,0
2024-08-12T04:05:40Z,@vinnapramonat3791,Akuuu juga udah nonton kak nessie dari smp. Sekarang aku udah kuliah😂,0
2024-08-12T04:03:21Z,@afiqahmalikamain,kukira sandy umur 18 😫,0
2024-08-12T04:03:00Z,@nofitasaa4292,Kagak serem tapi cpek ketwa 😂,0
2024-08-12T04:02:18Z,@dapurMasBrewok,Kuntilanak cowok<br>Namanya kontolanak😂,0
2024-08-12T04:00:45Z,@jil.aqli6,Kalau di bali sih gua percaya hal ginian,0
2024-08-12T03:59:55Z,@MeMystic9,Kak nessie undang Xaviera dong🙏🏻🙏🏻😁😁,0
2024-08-12T03:52:38Z,@sichanciss8493,Nge fans bgt sama sandy sejak coc :&quot;) cool bgt kalo cwok pinter tuhhh,0
2024-08-12T03:39:58Z,@ResidentMalayu,Kintilanak cowok malay say putianak jantan,0
2024-08-12T03:31:12Z,@slsblaml,Nnt spooktober 1vidio dibawain sama sandy keknya seru ber2 sama siapa kek gituu,0
2024-08-12T03:20:49Z,@lpuspa_bouquet_hampers,"Ternyata dulu aku berani banget yah, dulu waktu awal awal kerja tahun 2011-2015 kerja pulang malam terus lembur sendirian di lantai 3  satu gedung ada 3 lantai lantai 1 dan 2 udah sepi, pulang jam 8-10 malam. Tiap jam 9malam punggung terasa berat banget auto langsung pulang, matiin lampu sendirian dr lantai 3 turun gelap gelapan krn udah sepi, dan ini aku bertahan sampai 4 tahun 😅 . Gila ya dulu aku cewe bisa sebarani itu...sekarang jangan ditanya sekarang lebih penakut",0
2024-08-12T03:18:22Z,@hiruptejelas519,Si sandy sandy ini logic bgt,0
2024-08-12T03:05:35Z,@Zahra0123Zahra,Gua yang namanya Rara terasa terpanggil,0
2024-08-12T02:59:07Z,@deyanahapsari,Sandyyyyyyy,1
2024-08-12T02:45:15Z,@Str-cn8ql,"Yaah telat tau, banyaak kisahku di kampus dulu😢",0
2024-08-12T02:25:38Z,@yastari,Kayanya klo sandy bawain cerita horor gw mah gk takut soalnya dia jelasin 😅,2
2024-08-12T02:09:14Z,@rareeeitem,"Kaaaaa i&#39;m so sorryyyyy huhu, i love sandy bisa ada di nessie judge, and i love u soooo much. tapiiii aku ngerasa topik horror kurang cocok untuk dijadiin bahasan kali ini. aku tau kalian mungkin sedikit sceptical dengan &quot;perhantuan&quot;, tapi aku rasa perasaan dan fikiran itu jangan terlalu ditunjukkan ketika membawakan &quot;konten horror&quot;. kesan horrornya jatuh banget, apalagi kalian lagi ngebacain cerita orang tapi selalu ditimpa seolah mereka &quot;bohong&quot; dengan cerita-ceritanya karena kalian selalu balas dengan fikiran yang terlalu logical. sampe aku bingung ini konten horor atau konten membuktikan kebenaran cerita para nerror soal horror(?) i&#39;m so sorryyyy huhuhu. ini bukan salah ngundang orang, tapi pemilihan topik yang kurang cocok aja dengan personality bintang tamunya.",0
2024-08-12T02:03:33Z,@tifanynatasha4143,pas sandy yg baca kok jadinya kayak lagi baca soal matematika ya😭,2
2024-08-12T02:00:36Z,@JatiDamianus,"itu yg PKKMB anak sadhar ya? Ruang UKM ga jauh dari pintu keluar, GP menghadap jalan dan bisa dilihat dari luar kampus, dan bangunan ruang UKM sebelahan dengan GP. Prodi tari mungkin maksudnya ukm Grisada 🧐",1
2024-08-12T01:53:29Z,@adindaproborini9047,lagi lagi sama sandy dong yg bahas criminal gt kayanya asyik.suaranya juga asyik,4
2024-08-12T01:45:19Z,@userhopeless4085,Ada sandy  ngpa   jd kocak gtu😂😂😂😋,2
2024-08-12T01:43:41Z,@rahmiea_,aaaakkkk sandy + ka nesss combo😣🫵🏻,3
2024-08-12T01:42:38Z,@userhopeless4085,Diiiirasukan,0
2024-08-12T01:42:01Z,@MARIATHIVI,"Sandy,nessie🔥",1
2024-08-12T01:41:42Z,@user-qb7ff3lp6n,"Aduh,, ada sandy, anak gue.😂(anggapan y😂)",1
2024-08-12T01:41:00Z,@userhopeless4085,Hiiihhh,0
2024-08-12T01:40:32Z,@userhopeless4085,Wooowww,0
2024-08-12T01:40:14Z,@userhopeless4085,Wahh,0
2024-08-12T01:39:43Z,@userhopeless4085,wahhhh,0
2024-08-12T01:35:19Z,@DilanSukma,"KAK NESS PEN LIAT ORANG KERASUKAN, AKU MALAH MALES LIAT KARENA BIKIN KAGET KAK, SOALNYA DULU MAMAK KU HAMPIR SETIAP HARI KEMASUKAN DAN ITU BIKIN KAGET KARENA KITA HARUS NGOBROL SAMA ENTITAS DI DALEMNYA, KARENA ADA YANG SAMPAIKAN PESAN ATAU BIASANYA KASIH TAU KALO ADA HAL HAL NEGATIF DI SEKITAR KITA, HABIS ENTITAS ITU KLUAR DARI BADAN MAMAK KU , MAMAK KU PINGSAN DN ITU BERAT BANGET JADI AKU HARUS SIAP SIAGA MENANGKAP DAN MNURUT KU ITU YG PALING  BIKIN SUSAH SIH",0
2024-08-12T01:33:50Z,@yainzahra,"hai kak nessi aku mau ceritakan kisah horor nyata. Dari teman aku, teman ku masuk dalam salah satu pondok pesantren yang ada di Kalimantan Timur. kemudian tmn ku ngenal salah satu kakak kelas (si A). suatu ketika teman ku ini sering melihat si A bolak-balik rumahnya yang kebetulan dekat dari pondok. kemudian temanku ini nanya ke teman lain si B &quot;kok kk kls itu sering pulang yaa&quot; kata si B, si A ini pulang berobat sama ustadz di pondok  tmn ku itu, krn dia mempunyai jin yang udh lama tinggal di tubuhnya dari si A kelas 5 SD. terus teman ku ini merasa tidak puas dengan jawaban si B, teman ku ini menanyakan langsung ke si A tentang kenapa dia bolak balik rumah. si A cerita klw dia tuh mmng punya jin, dan bakal ada tanda di jidatnya segi tiga merah. jinnya itu berupa kakek yang sdh hafal 30 juz, yg setiap ujian hafalan si A ini sllu lancar ujian hafalannya, tp aslinya dia hanya bisa hafal 22 juz. dan setiap si A akan keserupan, si A akan pulang. si A juga ini kalau di kamar mandi lama banget. <br>dan si A ini maaf, sudah meninggal. karena demam. <br><a href=""http://www.youtube.com/results?search_query=%23maaf"">#maaf</a> kak nessi kalau bahsa ku kurang jelas. <br>sedikit nambahin kalau yg keserupan2 itu banyak bnget di pondok pesantren, aneh sih harusnya pondok pesantren itu jauh dari kata keserupan karena anak2 asrama/pondok hari2nya diisi dengan mengaji dll yang lebih bermanfaat lah. tapi nyatanya pondok pesantren tuh banyak bnget horornya. <br>hehhehe karena aku juga anak pondok, Alhamdulillah blm pernh ngalamin sih tapi klw liat org keserupan itu udh dari kecil, tp ttp aja smpai sekarng takut, suka deg degan. <br>maksih sekian cerita aku kak.",0
2024-08-12T01:32:58Z,@zanetahanesarmairan,"Kuyang bukan hanya di indonesia aja, kalo gak salah di thailand juga ada",0
2024-08-12T01:29:47Z,@ayyugranendiia6908,"Sandy tangannya luwes bgt jari2nya lentik bgt, gemush",2
2024-08-12T00:44:27Z,@nurfitriania,"Kak nes kalo bisa coba undang shakira juga. Dia kan anak FK, kalo anak FK pasti baaaanyaaaaak banget pengalaman horornyaaa",0
2024-08-12T00:40:27Z,@idaayupradnyaaaa,Sandy please u kocak bgt wkwkwk,2
2024-08-12T00:39:44Z,@napp8669,Cerita si Kadek ayu mirip ky kejadian dikantor ku dulu tp bedanya yg kesurupan lebih dari 2 pdhl awalnya cuma 1,0
2024-08-12T00:32:31Z,@zbonecore,WKAKWKWK ANYING SANDY BIKIN GA SEREM😂,2
2024-08-12T00:11:48Z,@LastingLight-bb1wb,Nice content  Nj...Nessie do charity immediatly the bottom of thwaites gletser become melting...secepatnya beramal semuanya untuk kebaikan nanti di kehidupan yang abadi...,0
2024-08-11T23:13:25Z,@myfloweringheart,"<a href=""https://www.youtube.com/watch?v=COgEJD_Fyec&amp;t=881"">14:41</a>  PLS MEMEABLE BANGET KOMUKNYA 😭",0
2024-08-11T22:59:22Z,@userhopeless4085,SENDYY SENDYYY,0
2024-08-11T22:52:03Z,@romdhonahro8803,baru ngebatin mgkn ga ya salah satu anak CoC di undang di sini 🤣 eh beneran ada dong,0
2024-08-11T22:36:14Z,@userhopeless4085,Seruuuu,0
2024-08-11T20:14:48Z,@NurhikmatHikmat-l7c,Mantep setengah jm lbh🎉,0
2024-08-11T17:44:39Z,@citrafatricia9210,kakk kenapa ga creepy pasta 😢,0
2024-08-11T17:03:50Z,@maisselalumanis8072,Ayankk ku manisnya 😂,0
2024-08-11T17:01:01Z,@anggitacahya730,hantu hantu ini beneran gak ada harga dirinya wkwkwkwk😭😭😭😭😭,0
2024-08-11T16:07:34Z,@ELIZAALMAIRA,SANDY AKU 8 tahun dsngpore. Prnh sekali pulang mlm2 dri bus stop. Sepiii bngt dan aku lihat ada kabut tebel... Aku fto itu kluar siluet pocong. Dan saat mau aku tunjukin ftonya ke temen. Semuaaaa file digalery hpku hilangg...  Kosong 🥲. Katanya mahluk astral itu menyerap energi. Dan mreka mnampakkan dri sprti apa yg kita byangkan. Jdi mskipun dsngapore bsa jg muncul pocong... Krna sugesti dri kita sndri.,0
2024-08-11T16:00:52Z,@maulidanisasalsabila6416,Salah bgt nonton 11 mlm😊,1
2024-08-11T15:57:47Z,@llahere_ohaaLord,eh ganteng bgt lucuu suaranya,1
2024-08-11T15:51:40Z,@raodahandihadis1956,yok yok dikit lagi 1M views,1
2024-08-11T15:47:12Z,@SawitriIsnafebrianti-t7q,"Udah beberapa thn ga nonton nerror , skrng nntn krna ada sandy , hihi maaf yaa ka nessie❤",1
2024-08-11T15:46:59Z,@SawitriIsnafebrianti-t7q,"Udah beberapa thn ga nonton nerror , skrng nntn krna ada sandy , hihi maaf yaa ka nessie❤",1
2024-08-11T15:20:34Z,@apasihsayang3881,No foto hoax klo di ewing hd ya. Padahal bagus cerita hantu rara,0
2024-08-11T15:08:30Z,@yohanatarigan8067,LUCU BANGET LAGI WKWKWK SANDY SANDYY,1
2024-08-11T15:08:01Z,@MuhamadNajib-mo9ib,Yg cewek lawak bangetsih orangya🗿,0
2024-08-11T14:58:43Z,@syifanurhasanah1975,ga jadi nonton sekarang ah takut ternyata😭😭,2
2024-08-11T14:55:27Z,@RinyGracieTriani,"Kirain si Sandy tu orangnya serius, ternyata lucu juga",0
2024-08-11T14:51:26Z,@Egyryu,Seru bgt,1
2024-08-11T14:30:46Z,@ZAYYANXODIAC-pm3kl,Ihh kecik lucukkk🥰,0
2024-08-11T14:26:45Z,@azelladirgantara9643,Suka bgt sama Sisca,1
2024-08-11T14:17:59Z,@kubacaya,Sandyy❤❤,1
2024-08-11T14:01:38Z,@natasadenasya1574,Kak Nessie nonton sara Wijayanto dan jurnalrisa itu banyak banget pembelajaran tentang hantu😭🤣,1
2024-08-11T13:51:41Z,@natasadenasya1574,Fiks Sandy Lo harus ke Sara Wijayanto @sarawijayanto,1
2024-08-11T13:46:46Z,@kay_syif,sandy positive thinking banget,1
2024-08-11T13:43:21Z,@fadilahsafitrii8268,bjir ariyanti kuyang😖,1
2024-08-11T13:32:41Z,@sitisarah7550,Sandyyy,1
2024-08-11T13:25:19Z,@marchellbenjaminhood7562,Kwanx nesy boty,0
2024-08-11T13:17:57Z,@userhopeless4085,Wow,0
2024-08-11T13:16:50Z,@userhopeless4085,SANDYYY SANDYYYY,0
2024-08-11T13:16:28Z,@userhopeless4085,"Viewers nya mengalir deras ditambah bonus trending, congrats for kak nessie dan sandy.",0
2024-08-11T13:14:14Z,@userhopeless4085,Msh rewatchhhhhh  WKWK SERU ABIESS NERROR WITH SANDY,0
2024-08-11T13:04:55Z,@mayayudiaputri4751,Gatau kenapa baru ini Nessie horror nya jadi lucu😂,0
2024-08-11T13:03:53Z,@Ilaazhari,Coba sandy sama maxwell jadi bintang tamu bareng auto gak jadi serem deh kayaknya ngakak mulu nanti deh😂,0
2024-08-11T12:54:19Z,@raustudio1196,di RJL mah unibraw arsitektur jg dibahas ud dari thn 60an disana katanya mah penghuno nya,0
2024-08-11T12:48:57Z,@habibaloozora_10,Kak nes di menit 32.17 kak nes pernah denger apa? <br>Soalnya pas kak nes ngomong dipotong sama temennya,0
2024-08-11T12:45:18Z,@Fieeyoooo,"Ka serius bikin merinding, aku sendiri di rumah dan ga tau tiba&quot; kyk ada orang buka pintu, getaran langkah kaki sama kyk ada yg liatin gitu😭",1
2024-08-11T12:41:52Z,@Swetywhite_JD,Sandy logika banget good lah 🎉,1
2024-08-11T12:41:50Z,@ratihnurhidayanti7126,"@NessieJudge aku juga awal ga pernah liat yg ke surupan ehh sempet tahun <a href=""http://2021.an/"">2021.an</a> kalau ga salah di PT tempat kerja ku ke surupan masak 🥺🥺 sumpah takut banget",0
2024-08-11T12:41:47Z,@trustissuesst,NGAKAK BGT BAGIAN KUNTILAKI 😭,0
2024-08-11T12:41:26Z,@mariaru000,"Semangat Sandy kuliahnya, semoga dilancarkan yaa semuanyaaa ❤",0
2024-08-11T12:28:21Z,@marmerbaby3845,Nessie yg skeptikal harus berhadapan dengan Sandy yg more skeptical than her 😂 we saw u trying nessie 😂😂,5
2024-08-11T12:23:12Z,@ArifRiswanto-ur3qq,Kak coba cerita horror sama axel dong,0
2024-08-11T12:18:08Z,@dannysasmita6653,"Nessie, About Mr Beast Pleaseeeee🙏🏻",2
2024-08-11T12:17:53Z,@nindaelania7497,Lucuuu banget kaliannn😂,0
2024-08-11T12:16:44Z,@wardahaprilia9671,"Tapi kuntilanak laki beneran ada loh😭 teman ku pernah liat dirumah ku ada kuntilanak laki, katanya bentuknya ya kuntilanak tpi kaya laki rambutnya panjang ampe kaki trs dari atas sampek bawah item melayang gede badannya. Aku jg bingung kok bisa bedain mana laki mana perempuan padahal penampakan nya gak terlalu jelas katanya",2
2024-08-11T12:16:33Z,@juwitabilfagih1391,Sekolah SMK ku dulu pernah kesurupan masal 3hari 😅😅😅,0
2024-08-11T12:14:26Z,@habibaloozora_10,Temennya kak Nessie ini cewek / cowok? Atau,0
2024-08-11T12:14:23Z,@dimassaputrawibowo1742,aku cinta kak sandy,1
2024-08-11T12:11:01Z,@ArifRiswanto-ur3qq,Rara nama gua njirrr,0
2024-08-11T12:05:10Z,@_jiejie_,Kalo Sandy pake logic karna ya emang harusnya gitu. Kalo gue pake logic biar ga takut bjir,1
2024-08-11T12:03:27Z,@arinizahirah3682,Pengen ceritain gollum cave incident please,0
2024-08-11T11:57:02Z,@Nurkholilah-yt4lw,Sandy lucuuuuuuu....,2
2024-08-11T11:54:16Z,@ajihilmi2110,"Kalo kesurupan MasSal malah seru tu...<br><br><br><br>Tiba tiba nyanyi &quot;mungkinkaah~ mungkinkaah,<br>Mungkinkah, kau mampir hari ini&quot;😂",0
2024-08-11T11:50:32Z,@Animalking212,mantap kk..gas..Semagat😊,0
2024-08-11T11:50:05Z,@TheAnggandy,Nesss.. Angkat ballerina farm dong.. Thx,0
2024-08-11T11:27:29Z,@sarahds9161,"Maaf bgt aku gk bisa stop senyum2, sepanjang video bukan takut malah ketawa muluk krn respon/celetukan Sandy, asli lucu bgt😂😂",0
2024-08-11T11:26:11Z,@Zon513,"Gakuat degerin cerita hantunya jadi stop di <a href=""https://www.youtube.com/watch?v=COgEJD_Fyec&amp;t=646"">10:46</a>",0
2024-08-11T11:20:32Z,@userhopeless4085,SANDYYYYYYY,1
2024-08-11T11:20:13Z,@userhopeless4085,Sandy sandyyy,1
2024-08-11T11:19:49Z,@userhopeless4085,Seruuuuu,1
2024-08-11T11:00:12Z,@ramadhanwahyu4573,"sandy ada rencana mau pindah kewarganegaraan nggk? kl iya segera diurus dri sekarang, menghindari kedepannya syarat pindah kewarganegaraan dipersulit",0
2024-08-11T10:58:46Z,@xelin-pb6ik,"pas bilang kesurupan masal, keinget kejadian 2 tahun lalu ngeliat temen temen aku pada kesurupan pengen cerita ke Kaka tapi ga tau caranya lewat mana karna panjang banget",0
2024-08-11T10:50:56Z,@SSA-kt2dy,"Aku nnton sambil duduk di teras rmh, dpn eumahku ada pohon beringin mana 5.50 lnhsung masuk bjir😂",1
2024-08-11T10:41:16Z,@pratiwiyuniarsih7532,Sandy lu pake logic bgt dah😂,1
2024-08-11T10:40:46Z,@SSA-kt2dy,"Di akolahku pas smp sama sma emg sama* ad kwsurupan msal.<br>Yg di smp wmg sering bgt. Jd udh biasa<br>Tp yg dj sma ith bru skali aku nbalamkm di skolah itu, bner2 hampir smua, dan lnjlsan de org yg ngerti pasca kjadian itu ktnya emg skolahku kdtgn kapal besar yg isinya itulah, jd mreka ktnya dtg ke skolahku dan ngerasukin anak2, ktnya wntah kiriman Tau apa agt",1
2024-08-11T10:36:42Z,@dlldppie2244,Part 2 dong bareng Sandy lagi seruuu bgt…,2
2024-08-11T10:34:10Z,@vikalaula6026,sandy lu bener&quot; ye😂,1
2024-08-11T10:14:14Z,@uenoarya6494,"saya waktu kerja di salah satu konter di mall, pernah liat liat langsung tmn cewek kesurupan, ketawanya persis ketawa kunti yang biasa digambarkan, dibawa kemushola sepanjang jalan ketawa, sadarnya sama jemaah di mushola, dipijet jempol kaki sambil dibacain",0
2024-08-11T09:56:35Z,@Abaikan819,"Pernah ngeliat orang terbang tanpa alat bantu saat live, di Ghost Panic Team, dari apa yang telah saya lihat banyak kejadian-kejadian saat live yang sulit untuk disebut settingan, terserah mau percaya apa tidak.",0
2024-08-11T09:56:01Z,@paplya725,Sandy gemes bgt,1
2024-08-11T09:45:14Z,@KennaraFood,Bikin dond sand,0
2024-08-11T09:43:24Z,@arianisolekhah3370,inkigayo mereka 😭😭😭😭😭,0
2024-08-11T09:38:07Z,@Loveetheory,"langsung panik semuanya, &quot;yaiyalah&quot; 😭",0
2024-08-11T09:31:45Z,@holabrrr_4452,Ka ajak colab semua peserta coc dong,0
2024-08-11T09:26:44Z,@GhinaLutfiah21,Inkigayo mereka ::::),0
